	start	end
5220	16128.350083	16225.149917
4815	457385.550083	457479.999917
4920	467316.350083	467410.399917
5114	5770.650083	5869.699917
4845	460223.300083	460317.949917
4813	457196.650083	457291.099917
4911	466468.100083	466562.749917
5213	15450.750083	15547.549917
5026	477301.800083	477396.199917
4946	469763.250083	469857.349917
4837	459466.100083	459560.749917
5033	477962.600083	478056.999917
4889	464387.950083	464482.599917
4812	457102.250083	457196.649917
5209	15063.550083	15160.349917
4919	467222.300083	467316.349917
5108	5176.350083	5275.399917
4979	472867.500083	472961.599917
5006	475413.800083	475508.199917
5058	205.450083	306.849917
5138	8147.850083	8246.899917
5037	478340.200083	478434.599917
5146	8940.250083	9039.299917
4953	470421.650083	470515.699917
5175	11772.000083	11868.799917
4968	471832.500083	471926.549917
4910	466373.450083	466468.099917
5174	11675.200083	11771.999917
5208	14966.750083	15063.549917
5060	408.250083	509.649917
4862	461832.350083	461926.999917
5149	9237.400083	9336.449917
5072	1610.550083	1709.599917
4839	459655.400083	459750.049917
4854	461075.150083	461169.799917
4805	456440.950083	456535.599917
4967	471738.400083	471832.499917
4810	456913.350083	457007.799917
5157	10029.150083	10125.949917
4882	463725.400083	463820.049917
5116	5968.750083	6067.799917
4881	463630.800083	463725.399917
5029	477585.000083	477679.399917
5223	16418.750083	16515.549917
5007	475508.200083	475602.599917
5074	1808.650083	1907.699917
4921	467410.400083	467504.449917
4914	466751.950083	466846.049917
4974	472397.000083	472491.099917
5088	3195.350083	3294.399917
4916	466940.100083	467034.149917
5222	16321.950083	16418.749917
5133	7652.600083	7751.649917
5093	3690.600083	3789.649917
5034	478057.000083	478151.399917
5065	915.250083	1016.249917
5202	14385.700083	14482.549917
4859	461548.400083	461643.049917
4983	473243.750083	473337.949917
5112	5572.550083	5671.599917
5189	13127.200083	13223.999917
4851	460791.200083	460885.849917
4852	460885.850083	460980.499917
5015	476263.400083	476357.799917
5089	3294.400083	3393.449917
5054	479945.000083	480039.399917
5198	13998.400083	14095.199917
4929	468163.700083	468257.749917
5136	7949.750083	8048.799917
4936	468822.250083	468916.349917
4954	470515.700083	470609.749917
5162	10513.150083	10609.949917
5051	479661.800083	479749.3435
4844	460128.650083	460223.299917
4820	457858.000083	457952.499917
4863	461927.000083	462021.649917
5014	476169.000083	476263.399917
4857	461359.100083	461453.749917
5076	2006.750083	2105.799917
4831	458898.200083	458992.849917
5106	4978.250083	5077.299917
5131	7454.500083	7553.549917
4821	457952.500083	458046.999917
4898	465239.800083	465334.449917
4969	471926.550083	472020.599917
5154	9732.650083	9831.699917
5195	13708.000083	13804.799917
4976	472585.200083	472679.299917
4986	473526.650083	473620.999917
5038	478434.600083	478528.999917
4956	470703.800083	470797.849917
4993	474187.100083	474281.449917
5225	16612.350083	16709.149917
5224	16515.550083	16612.349917
4830	458803.500083	458898.199917
4959	470985.950083	471079.999917
5168	11094.100083	11190.949917
5104	4780.150083	4879.199917
5082	2601.050083	2700.099917
4957	470797.850083	470891.899917
4832	458992.850083	459087.499917
5151	9435.500083	9534.549917
5096	3987.750083	4086.799917
5107	5077.300083	5176.349917
4834	459182.150083	459276.799917
5192	13417.600083	13514.399917
4940	469198.650083	469292.749917
5018	476546.600083	476640.999917
4848	460507.250083	460601.899917
5031	477773.800083	477868.199917
4997	474564.500083	474658.849917
5020	476735.400083	476829.799917
5160	10319.550083	10416.349917
4907	466089.500083	466184.149917
5221	16225.150083	16321.949917
5115	5869.700083	5968.749917
4814	457291.100083	457385.549917
4955	470609.750083	470703.799917
5042	478812.200083	478906.599917
4950	470139.500083	470233.549917
5111	5473.500083	5572.549917
5167	10997.250083	11094.099917
4965	471550.250083	471644.299917
4864	462021.650083	462116.349917
5123	6662.100083	6761.149917
4875	463062.850083	463157.499917
5226	16709.150083	16805.949917
4888	464293.300083	464387.949917
4938	469010.450083	469104.549917
5125	6860.200083	6959.249917
5180	12256.000083	12352.799917
4991	473998.400083	474092.749917
5052	479756.200083	479850.599917
5090	3393.450083	3492.499917
4924	467692.550083	467786.699917
5061	509.650083	611.049917
4951	470233.550083	470327.599917
5207	14869.900083	14966.749917
5200	14192.000083	14288.849917
4853	460980.500083	461075.149917
4827	458519.500083	458614.149917
5105	4879.200083	4978.249917
5176	11868.800083	11965.599917
4947	469857.350083	469951.399917
5011	475885.800083	475980.199917
5158	10125.950083	10222.749917
5164	10706.750083	10803.549917
5132	7553.550083	7652.599917
5041	478717.800083	478812.199917
4846	460317.950083	460412.599917
5152	9534.550083	9633.599917
5078	2204.850083	2303.899917
5127	7058.300083	7157.349917
5059	306.850083	408.249917
5035	478151.400083	478245.799917
5109	5275.400083	5374.449917
5227	16805.950083	16902.749917
5110	5374.450083	5473.499917
4855	461169.800083	461264.449917
4989	473809.700083	473904.049917
4811	457007.800083	457102.249917
5122	6563.050083	6662.099917
4973	472302.900083	472396.999917
4933	468540.000083	468634.049917
5217	15837.950083	15934.749917
5156	9930.750083	10029.149917
4937	468916.350083	469010.449917
5077	2105.800083	2204.849917
4941	469292.750083	469386.849917
4902	465618.400083	465712.349917
4870	462589.600083	462684.249917
4948	469951.400083	470045.449917
5129	7256.400083	7355.449917
4915	466846.050083	466940.099917
5068	1214.350083	1313.399917
4816	457480.000083	457574.499917
5070	1412.450083	1511.499917
5201	14288.850083	14385.699917
4876	463157.500083	463252.199917
4880	463536.150083	463630.799917
5009	475697.000083	475791.399917
5099	4284.900083	4383.949917
4843	460034.000083	460128.649917
5214	15547.550083	15644.349917
5172	11481.500083	11578.349917
5008	475602.600083	475696.999917
5049	479473.000083	479567.399917
4949	470045.450083	470139.499917
4975	472491.100083	472585.199917
4971	472114.700083	472208.799917
4923	467598.500083	467692.549917
5046	479189.800083	479284.199917
4861	461737.700083	461832.349917
4899	465334.450083	465429.099917
5036	478245.800083	478340.199917
4819	457763.500083	457857.999917
5229	16999.550083	17096.349917
5148	9138.350083	9237.399917
5218	15934.750083	16031.549917
4824	458236.050083	458330.499917
4925	467786.700083	467880.999917
5126	6959.250083	7058.299917
5196	13804.800083	13901.599917
5211	15257.150083	15353.949917
4901	465523.750083	465618.399917
4918	467128.250083	467222.299917
4926	467881.000083	467975.299917
4980	472961.600083	473055.649917
5228	16902.750083	16999.549917
5137	8048.800083	8147.849917
5155	9831.700083	9930.749917
5023	477018.600083	477112.999917
5117	6067.800083	6166.849917
5039	478529.000083	478623.399917
4818	457669.000083	457763.499917
4808	456724.750083	456818.999917
5216	15741.150083	15837.949917
5048	479378.600083	479472.999917
4964	471456.200083	471550.249917
4872	462778.900083	462873.549917
4866	462211.000083	462305.649917
5047	479284.200083	479378.599917
4841	459844.700083	459939.349917
4943	469480.950083	469575.049917
4963	471362.150083	471456.199917
4922	467504.450083	467598.499917
4913	466657.400083	466751.949917
4912	466562.750083	466657.399917
5199	14095.200083	14191.999917
5103	4681.100083	4780.149917
4906	465994.850083	466089.499917
4932	468445.950083	468539.999917
5083	2700.100083	2799.149917
4860	461643.050083	461737.699917
5064	813.850083	915.249917
4891	464577.250083	464671.899917
4935	468728.150083	468822.249917
4877	463252.200083	463346.849917
5347	28416.450083	28513.049917
5296	23485.750083	23582.349917
5356	29287.300083	29383.999917
5479	41191.300083	41288.099917
5587	51645.700083	51742.499917
5445	37900.100083	37996.899917
5396	33156.900083	33253.699917
5349	28609.850083	28706.649917
5297	23582.350083	23679.149917
5351	28803.450083	28900.249917
5453	38674.500083	38771.299917
5432	36641.700083	36738.499917
5362	29866.450083	29962.699917
5484	41675.300083	41772.099917
5522	45353.700083	45450.499917
5608	53678.500083	53775.299917
5595	52420.100083	52516.899917
5355	29190.600083	29287.299917
5491	42352.900083	42449.699917
5269	20871.900083	20968.699917
5592	52129.700083	52226.499917
5317	25518.500083	25615.299917
5273	21259.100083	21355.899917
5622	55033.700083	55130.499917
5360	29674.400083	29771.099917
5604	53291.300083	53388.099917
5256	19613.500083	19710.299917
5365	30156.300083	30252.999917
5332	26968.050083	27064.599917
5515	44676.100083	44772.899917
5319	25712.100083	25808.899917
5483	41578.500083	41675.299917
5392	32769.700083	32866.499917
5358	29480.800083	29577.599917
5485	41772.100083	41868.899917
5439	37319.300083	37416.099917
5236	17677.200083	17774.049917
5368	30446.500083	30543.299917
5280	21936.950083	22033.749917
5490	42256.100083	42352.899917
5444	37803.300083	37900.099917
5422	35673.700083	35770.499917
5577	50677.700083	50774.499917
5312	25034.400083	25131.249917
5598	52710.500083	52807.299917
5350	28706.650083	28803.449917
5410	34512.100083	34608.899917
5456	38964.900083	39061.699917
5399	33447.300083	33544.099917
5601	53000.900083	53097.699917
5605	53388.100083	53484.899917
5260	20000.700083	20097.499917
5257	19710.300083	19807.099917
5387	32285.700083	32382.499917
5625	55324.100083	55420.899917
5430	36448.100083	36544.899917
5415	34996.100083	35092.899917
5267	20678.300083	20775.099917
5265	20484.700083	20581.499917
5389	32479.300083	32576.099917
5238	17870.900083	17967.749917
5614	54259.300083	54356.099917
5506	43804.900083	43901.699917
5364	30059.500083	30156.299917
5544	47483.300083	47580.099917
5525	45644.100083	45740.899917
5433	36738.500083	36835.299917
5469	40223.300083	40320.099917
5547	47773.700083	47870.499917
5233	17386.750083	17483.549917
5283	22227.350083	22324.149917
5478	41094.500083	41191.299917
5554	48451.300083	48548.099917
5289	22808.150083	22904.949917
5621	54936.900083	55033.699917
5242	18258.250083	18355.099917
5244	18451.900083	18548.699917
5403	33834.500083	33931.299917
5353	28997.050083	29093.849917
5249	18935.900083	19032.699917
5339	27643.900083	27740.449917
5359	29577.600083	29674.399917
5240	18064.600083	18161.449917
5258	19807.100083	19903.899917
5371	30736.900083	30833.699917
5452	38577.700083	38674.499917
5235	17580.350083	17677.199917
5582	51161.700083	51258.499917
5344	28126.850083	28223.449917
5274	21355.900083	21452.749917
5612	54065.700083	54162.499917
5254	19419.900083	19516.699917
5497	42933.700083	43030.499917
5521	45256.900083	45353.699917
5549	47967.300083	48064.099917
5407	34221.700083	34318.499917
5357	29384.000083	29480.799917
5367	30349.700083	30446.499917
5290	22904.950083	23001.749917
5437	37125.700083	37222.499917
5309	24743.950083	24840.749917
5285	22420.950083	22517.749917
5584	51355.300083	51452.099917
5284	22324.150083	22420.949917
5341	27837.050083	27933.649917
5232	17289.950083	17386.749917
5379	31511.300083	31608.099917
5476	40900.900083	40997.699917
5546	47676.900083	47773.699917
5337	27450.800083	27547.349917
5434	36835.300083	36932.099917
5277	21646.450083	21743.299917
5286	22517.750083	22614.549917
5288	22711.350083	22808.149917
5234	17483.550083	17580.349917
5579	50871.300083	50968.099917
5302	24066.350083	24163.149917
5552	48257.700083	48354.499917
5268	20775.100083	20871.899917
5628	55614.500083	55711.299917
5566	49612.900083	49709.699917
5559	48935.300083	49032.099917
5507	43901.700083	43998.499917
5404	33931.300083	34028.099917
5374	31027.300083	31124.099917
5372	30833.700083	30930.499917
5307	24550.350083	24647.149917
5352	28900.250083	28997.049917
5383	31898.500083	31995.299917
5292	23098.550083	23195.349917
5505	43708.100083	43804.899917
5406	34124.900083	34221.699917
5475	40804.100083	40900.899917
5429	36351.300083	36448.099917
5532	46321.700083	46418.499917
5583	51258.500083	51355.299917
5570	50000.100083	50096.899917
5262	20194.300083	20291.099917
5498	43030.500083	43127.299917
5495	42740.100083	42836.899917
5508	43998.500083	44095.299917
5318	25615.300083	25712.099917
5313	25131.250083	25228.099917
5526	45740.900083	45837.699917
5431	36544.900083	36641.699917
5400	33544.100083	33640.899917
5523	45450.500083	45547.299917
5618	54646.500083	54743.299917
5281	22033.750083	22130.549917
5397	33253.700083	33350.499917
5536	46708.900083	46805.699917
5414	34899.300083	34996.099917
5589	51839.300083	51936.099917
5517	44869.700083	44966.499917
5461	39448.900083	39545.699917
5363	29962.700083	30059.499917
5563	49322.500083	49419.299917
5511	44288.900083	44385.699917
5263	20291.100083	20387.899917
5545	47580.100083	47676.899917
5558	48838.500083	48935.299917
5565	49516.100083	49612.899917
5308	24647.150083	24743.949917
5451	38480.900083	38577.699917
5305	24356.750083	24453.549917
5345	28223.450083	28320.099917
5442	37609.700083	37706.499917
5333	27064.600083	27161.149917
5246	18645.500083	18742.299917
5237	17774.050083	17870.899917
5516	44772.900083	44869.699917
5537	46805.700083	46902.499917
5513	44482.500083	44579.299917
5581	51064.900083	51161.699917
5613	54162.500083	54259.299917
5502	43417.700083	43514.499917
5541	47192.900083	47289.699917
5524	45547.300083	45644.099917
5231	17193.150083	17289.949917
5509	44095.300083	44192.099917
5276	21549.600083	21646.449917
5423	35770.500083	35867.299917
5311	24937.550083	25034.399917
5436	37028.900083	37125.699917
5564	49419.300083	49516.099917
5251	19129.500083	19226.299917
5271	21065.500083	21162.299917
5393	32866.500083	32963.299917
5617	54549.700083	54646.499917
5325	26292.200083	26388.749917
5606	53484.900083	53581.699917
5459	39255.300083	39352.099917
5413	34802.500083	34899.299917
5247	18742.300083	18839.099917
5426	36060.900083	36157.699917
5304	24259.950083	24356.749917
5590	51936.100083	52032.899917
5405	34028.100083	34124.899917
5538	46902.500083	46999.299917
5278	21743.300083	21840.149917
5615	54356.100083	54452.899917
5467	40029.700083	40126.499917
5447	38093.700083	38190.499917
5528	45934.500083	46031.299917
5573	50290.500083	50387.299917
5550	48064.100083	48160.899917
5567	49709.700083	49806.499917
5580	50968.100083	51064.899917
5346	28320.100083	28416.449917
5603	53194.500083	53291.299917
5300	23872.750083	23969.549917
5623	55130.500083	55227.299917
5586	51548.900083	51645.699917
5327	26485.300083	26581.849917
5543	47386.500083	47483.299917
5473	40610.500083	40707.299917
5421	35576.900083	35673.699917
5630	55808.100083	55904.899917
5534	46515.300083	46612.099917
5377	31317.700083	31414.499917
5446	37996.900083	38093.699917
5465	39836.100083	39932.899917
5420	35480.100083	35576.899917
5611	53968.900083	54065.699917
5449	38287.300083	38384.099917
5320	25808.900083	25905.699917
5417	35189.700083	35286.499917
5239	17967.750083	18064.599917
5610	53872.100083	53968.899917
5527	45837.700083	45934.499917
5561	49128.900083	49225.699917
5499	43127.300083	43224.099917
5376	31220.900083	31317.699917
5462	39545.700083	39642.499917
5321	25905.700083	26002.499917
5241	18161.450083	18258.249917
5369	30543.300083	30640.099917
5619	54743.300083	54840.099917
5489	42159.300083	42256.099917
5518	44966.500083	45063.299917
5520	45160.100083	45256.899917
5553	48354.500083	48451.299917
5391	32672.900083	32769.699917
5463	39642.500083	39739.299917
5330	26774.950083	26871.499917
5533	46418.500083	46515.299917
5315	25324.900083	25421.699917
5338	27547.350083	27643.899917
5295	23388.950083	23485.749917
5457	39061.700083	39158.499917
5384	31995.300083	32092.099917
5255	19516.700083	19613.499917
5334	27161.150083	27257.699917
5411	34608.900083	34705.699917
5316	25421.700083	25518.499917
5322	26002.500083	26099.099917
5468	40126.500083	40223.299917
5279	21840.150083	21936.949917
5594	52323.300083	52420.099917
5455	38868.100083	38964.899917
5448	38190.500083	38287.299917
5591	52032.900083	52129.699917
5574	50387.300083	50484.099917
5435	36932.100083	37028.899917
5551	48160.900083	48257.699917
5370	30640.100083	30736.899917
5331	26871.500083	26968.049917
5324	26195.650083	26292.199917
5409	34415.300083	34512.099917
5609	53775.300083	53872.099917
5539	46999.300083	47096.099917
5496	42836.900083	42933.699917
5243	18355.100083	18451.899917
5287	22614.550083	22711.349917
5388	32382.500083	32479.299917
5340	27740.450083	27837.049917
5593	52226.500083	52323.299917
5470	40320.100083	40416.899917
5416	35092.900083	35189.699917
5443	37706.500083	37803.299917
5373	30930.500083	31027.299917
5560	49032.100083	49128.899917
5596	52516.900083	52613.699917
5253	19323.100083	19419.899917
5401	33640.900083	33737.699917
5562	49225.700083	49322.499917
5474	40707.300083	40804.099917
5569	49903.300083	50000.099917
5556	48644.900083	48741.699917
5418	35286.500083	35383.299917
5398	33350.500083	33447.299917
5408	34318.500083	34415.299917
5514	44579.300083	44676.099917
5627	55517.700083	55614.499917
5557	48741.700083	48838.499917
5441	37512.900083	37609.699917
5624	55227.300083	55324.099917
5335	27257.700083	27354.249917
5503	43514.500083	43611.299917
5482	41481.700083	41578.499917
5385	32092.100083	32188.899917
5342	27933.650083	28030.249917
5299	23775.950083	23872.749917
5326	26388.750083	26485.299917
5424	35867.300083	35964.099917
5310	24840.750083	24937.549917
5602	53097.700083	53194.499917
5599	52807.300083	52904.099917
5493	42546.500083	42643.299917
5477	40997.700083	41094.499917
5460	39352.100083	39448.899917
5348	28513.050083	28609.849917
5301	23969.550083	24066.349917
5314	25228.100083	25324.899917
5626	55420.900083	55517.699917
5293	23195.350083	23292.149917
5486	41868.900083	41965.699917
5501	43320.900083	43417.699917
5529	46031.300083	46128.099917
5294	23292.150083	23388.949917
5629	55711.300083	55808.099917
5261	20097.500083	20194.299917
5578	50774.500083	50871.299917
5303	24163.150083	24259.949917
5464	39739.300083	39836.099917
5266	20581.500083	20678.299917
5540	47096.100083	47192.899917
5531	46224.900083	46321.699917
5390	32576.100083	32672.899917
5366	30253.000083	30349.699917
5512	44385.700083	44482.499917
5597	52613.700083	52710.499917
5248	18839.100083	18935.899917
5600	52904.100083	53000.899917
5575	50484.100083	50580.899917
5500	43224.100083	43320.899917
5380	31608.100083	31704.899917
5382	31801.700083	31898.499917
5428	36254.500083	36351.299917
5282	22130.550083	22227.349917
5542	47289.700083	47386.499917
5412	34705.700083	34802.499917
5361	29771.100083	29866.449917
5454	38771.300083	38868.099917
5378	31414.500083	31511.299917
5472	40513.700083	40610.499917
5450	38384.100083	38480.899917
5504	43611.300083	43708.099917
5588	51742.500083	51839.299917
5252	19226.300083	19323.099917
5354	29093.850083	29190.599917
5386	32188.900083	32285.699917
5620	54840.100083	54936.899917
5494	42643.300083	42740.099917
5306	24453.550083	24550.349917
5616	54452.900083	54549.699917
5329	26678.400083	26774.949917
5264	20387.900083	20484.699917
5548	47870.500083	47967.299917
5250	19032.700083	19129.499917
5381	31704.900083	31801.699917
5471	40416.900083	40513.699917
5487	41965.700083	42062.499917
5510	44192.100083	44288.899917
5480	41288.100083	41384.899917
5555	48548.100083	48644.899917
5458	39158.500083	39255.299917
5270	20968.700083	21065.499917
5488	42062.500083	42159.299917
5438	37222.500083	37319.299917
5530	46128.100083	46224.899917
5440	37416.100083	37512.899917
5272	21162.300083	21259.099917
5259	19903.900083	20000.699917
5427	36157.700083	36254.499917
5568	49806.500083	49903.299917
5394	32963.300083	33060.099917
5585	51452.100083	51548.899917
5245	18548.700083	18645.499917
5571	50096.900083	50193.699917
5535	46612.100083	46708.899917
5402	33737.700083	33834.499917
5481	41384.900083	41481.699917
5328	26581.850083	26678.399917
5419	35383.300083	35480.099917
5607	53581.700083	53678.499917
5395	33060.100083	33156.899917
5336	27354.250083	27450.799917
5343	28030.250083	28126.849917
5291	23001.750083	23098.549917
5572	50193.700083	50290.499917
5519	45063.300083	45160.099917
5298	23679.150083	23775.949917
5492	42449.700083	42546.499917
5323	26099.100083	26195.649917
5466	39932.900083	40029.699917
5275	21452.750083	21549.599917
5576	50580.900083	50677.699917
5425	35964.100083	36060.899917
5375	31124.100083	31220.899917
5863	78321.650083	78417.849917
5718	64326.800083	64423.599917
5923	84098.200083	84194.999917
5849	76979.800083	77075.999917
5967	88357.500083	88454.299917
5897	81587.850083	81684.399917
5983	89906.300083	90003.149917
5848	76883.600083	76979.799917
5857	77748.700083	77843.999917
5776	69941.100083	70037.549917
5715	64036.400083	64133.199917
5654	58131.300083	58228.099917
5760	68392.400083	68489.199917
5892	81105.150083	81201.649917
5695	62100.200083	62197.049917
6005	92036.000083	92132.799917
6002	91745.600083	91842.399917
5854	77460.800083	77556.749917
5917	83518.800083	83615.349917
5880	79952.550083	80048.249917
5966	88260.700083	88357.499917
5953	87002.250083	87099.099917
5959	87583.100083	87679.899917
5704	62971.600083	63068.399917
5772	69554.000083	69650.799917
5631	55904.900083	56001.699917
5798	72054.100083	72150.499917
5942	85937.400083	86034.199917
5765	68876.400083	68973.199917
5905	82360.250083	82456.799917
5679	60551.400083	60648.199917
5675	60164.200083	60260.999917
5794	71669.750083	71765.749917
5864	78417.850083	78514.299917
5872	79186.950083	79282.649917
5716	64133.200083	64229.999917
5851	77172.200083	77268.399917
5641	56872.900083	56969.699917
5913	83132.650083	83229.199917
5685	61132.200083	61228.999917
5956	87292.700083	87389.499917
5811	73307.550083	73403.999917
5722	64714.000083	64810.799917
5870	78994.550083	79090.599917
5879	79856.850083	79952.549917
5741	66553.200083	66649.999917
5982	89809.450083	89906.299917
5838	75917.850083	76014.649917
5924	84195.000083	84291.799917
5976	89228.550083	89325.349917
5816	73790.150083	73886.649917
5752	67618.000083	67714.799917
5670	59680.200083	59776.999917
5926	84388.600083	84485.399917
6016	93100.800083	93197.599917
5832	75337.000083	75433.799917
6022	93681.600083	93778.399917
5746	67037.200083	67133.999917
5940	85743.800083	85840.599917
5643	57066.500083	57163.299917
5732	65682.000083	65778.799917
5734	65875.600083	65972.399917
5827	74852.950083	74949.749917
5633	56098.500083	56195.299917
5890	80912.050083	81008.599917
5655	58228.100083	58324.899917
5844	76498.700083	76594.999917
5779	70230.350083	70326.649917
5805	72728.850083	72825.349917
5874	79378.350083	79474.049917
5977	89325.350083	89422.149917
5711	63649.200083	63745.999917
6013	92810.400083	92907.199917
5820	74176.450083	74272.949917
5651	57840.900083	57937.699917
5700	62584.400083	62681.199917
6015	93004.000083	93100.799917
5945	86227.800083	86324.599917
5793	71574.250083	71669.749917
5965	88163.900083	88260.699917
5778	70133.950083	70230.349917
5714	63939.600083	64036.399917
5743	66746.800083	66843.599917
5787	71001.200083	71096.599917
5984	90003.150083	90099.999917
5837	75821.050083	75917.849917
5806	72825.350083	72921.749917
6017	93197.600083	93294.399917
5884	80335.350083	80431.049917
5642	56969.700083	57066.499917
5680	60648.200083	60744.999917
5828	74949.750083	75046.549917
5876	79569.750083	79665.449917
5998	91358.400083	91455.199917
5962	87873.500083	87970.299917
5672	59873.800083	59970.599917
5740	66456.400083	66553.199917
5713	63842.800083	63939.599917
5995	91068.000083	91164.799917
5666	59293.000083	59389.799917
5817	73886.650083	73983.249917
5957	87389.500083	87486.299917
5978	89422.150083	89518.949917
5658	58518.500083	58615.299917
5842	76305.050083	76401.899917
5908	82649.900083	82746.449917
5709	63455.600083	63552.399917
5960	87679.900083	87776.699917
5748	67230.800083	67327.599917
5912	83036.100083	83132.649917
5802	72439.550083	72535.899917
5756	68005.200083	68101.999917
5738	66262.800083	66359.599917
5846	76691.200083	76787.399917
5858	77844.000083	77939.299917
5761	68489.200083	68585.999917
5723	64810.800083	64907.599917
5831	75240.200083	75336.999917
5894	81298.200083	81394.749917
5786	70905.350083	71001.199917
5790	71287.500083	71382.949917
5860	78034.600083	78129.899917
5990	90584.000083	90680.799917
5749	67327.600083	67424.399917
5705	63068.400083	63165.199917
5950	86711.800083	86808.599917
5916	83422.250083	83518.799917
5810	73211.100083	73307.549917
5699	62487.600083	62584.399917
5900	81877.500083	81974.049917
5840	76111.450083	76208.249917
5692	61809.800083	61906.599917
5991	90680.800083	90777.599917
5931	84872.600083	84969.399917
5944	86131.000083	86227.799917
5754	67811.600083	67908.399917
6014	92907.200083	93003.999917
5636	56388.900083	56485.699917
6025	93972.000083	94068.799917
5972	88841.350083	88938.149917
5750	67424.400083	67521.199917
5963	87970.300083	88067.099917
5647	57453.700083	57550.499917
5834	75530.650083	75627.449917
5796	71861.850083	71957.949917
6024	93875.200083	93971.999917
5968	88454.300083	88551.099917
5813	73500.450083	73597.049917
5676	60261.000083	60357.799917
5664	59099.400083	59196.199917
5769	69263.600083	69360.399917
5703	62874.800083	62971.599917
5710	63552.400083	63649.199917
5855	77556.750083	77652.799917
5781	70422.950083	70519.349917
5745	66940.400083	67037.199917
5958	87486.300083	87583.099917
5852	77268.400083	77364.699917
5895	81394.750083	81491.299917
5638	56582.500083	56679.299917
5883	80239.650083	80335.349917
5989	90487.200083	90583.999917
6008	92326.400083	92423.199917
5847	76787.400083	76883.599917
5902	82070.600083	82167.149917
5698	62390.750083	62487.599917
5922	84001.450083	84098.199917
5799	72150.500083	72246.849917
5677	60357.800083	60454.599917
5850	77076.000083	77172.199917
5819	74079.950083	74176.449917
5865	78514.300083	78610.449917
5653	58034.500083	58131.299917
6020	93488.000083	93584.799917
5845	76595.000083	76691.199917
5918	83615.350083	83711.849917
5808	73018.150083	73114.399917
5758	68198.800083	68295.599917
5667	59389.800083	59486.599917
5662	58905.750083	59002.549917
5919	83711.850083	83808.349917
5875	79474.050083	79569.749917
5867	78706.450083	78802.799917
5986	90196.800083	90293.599917
6001	91648.800083	91745.599917
5634	56195.300083	56292.099917
5669	59583.400083	59680.199917
5930	84775.800083	84872.599917
5937	85453.400083	85550.199917
5823	74466.150083	74562.749917
5767	69070.000083	69166.799917
5954	87099.100083	87195.899917
5720	64520.400083	64617.199917
5731	65585.200083	65681.999917
5770	69360.400083	69457.199917
5869	78898.900083	78994.549917
5757	68102.000083	68198.799917
5996	91164.800083	91261.599917
6030	94456.000083	94552.799917
5668	59486.600083	59583.399917
5985	90100.000083	90196.799917
5907	82553.350083	82649.899917
5889	80815.500083	80912.049917
5961	87776.700083	87873.499917
5899	81780.950083	81877.499917
5659	58615.300083	58712.099917
6029	94359.200083	94455.999917
5970	88647.750083	88744.549917
5683	60938.600083	61035.399917
5660	58712.100083	58808.899917
5759	68295.600083	68392.399917
5687	61325.800083	61422.599917
6023	93778.400083	93875.199917
5835	75627.450083	75724.249917
5821	74272.950083	74369.499917
5987	90293.600083	90390.399917
5632	56001.700083	56098.499917
5825	74659.250083	74756.099917
5896	81491.300083	81587.849917
5792	71478.750083	71574.249917
5730	65488.400083	65585.199917
5736	66069.200083	66165.999917
5702	62778.000083	62874.799917
5735	65972.400083	66069.199917
5803	72535.900083	72632.349917
5853	77364.700083	77460.799917
5797	71957.950083	72054.099917
5836	75724.250083	75821.049917
5830	75143.400083	75240.199917
5929	84679.000083	84775.799917
5859	77939.300083	78034.599917
5690	61616.200083	61712.999917
5964	88067.100083	88163.899917
5747	67134.000083	67230.799917
5751	67521.200083	67617.999917
5826	74756.100083	74852.949917
5681	60745.000083	60841.799917
5909	82746.450083	82842.999917
5933	85066.200083	85162.999917
5665	59196.200083	59292.999917
5993	90874.400083	90971.199917
5949	86615.000083	86711.799917
5988	90390.400083	90487.199917
5707	63262.000083	63358.799917
6026	94068.800083	94165.599917
5934	85163.000083	85259.799917
5689	61519.400083	61616.199917
5693	61906.600083	62003.399917
5724	64907.600083	65004.399917
5640	56776.100083	56872.899917
5812	73404.000083	73500.449917
5873	79282.650083	79378.349917
5833	75433.800083	75530.649917
5951	86808.600083	86905.399917
5717	64230.000083	64326.799917
5635	56292.100083	56388.899917
5785	70808.850083	70905.349917
5941	85840.600083	85937.399917
5764	68779.600083	68876.399917
5809	73114.400083	73211.099917
6006	92132.800083	92229.599917
5657	58421.700083	58518.499917
5891	81008.600083	81105.149917
5871	79090.600083	79186.949917
5952	86905.400083	87002.249917
5994	90971.200083	91067.999917
5691	61713.000083	61809.799917
5755	67908.400083	68005.199917
5971	88744.550083	88841.349917
6003	91842.400083	91939.199917
5925	84291.800083	84388.599917
6000	91552.000083	91648.799917
5862	78225.650083	78321.649917
5727	65198.000083	65294.799917
5725	65004.400083	65101.199917
5771	69457.200083	69553.999917
5839	76014.650083	76111.449917
5706	63165.200083	63261.999917
5804	72632.350083	72728.849917
5782	70519.350083	70615.849917
5841	76208.250083	76305.049917
5947	86421.400083	86518.199917
5938	85550.200083	85646.999917
5881	80048.250083	80143.949917
5656	58324.900083	58421.699917
6009	92423.200083	92519.999917
5766	68973.200083	69069.999917
5729	65391.600083	65488.399917
5742	66650.000083	66746.799917
5795	71765.750083	71861.849917
5783	70615.850083	70712.349917
6011	92616.800083	92713.599917
5768	69166.800083	69263.599917
6004	91939.200083	92035.999917
5784	70712.350083	70808.849917
